season,x,y,made_shot
2011-12,-188,200,1
2011-12,0,-6,1
2011-12,-52,165,0
2011-12,28,25,0
2011-12,4,77,1
2011-12,0,247,0
2011-12,4,0,1
2011-12,-64,77,0
2011-12,-5,41,0
2011-12,62,239,0
2011-12,-71,53,1
2011-12,196,-11,1
2011-12,-10,55,0
2011-12,1,1,1
2011-12,88,230,0
2011-12,-18,11,1
2011-12,-164,-2,0
2011-12,-23,6,1
2011-12,-71,89,1
2011-12,-79,107,1
2011-12,-134,89,1
2011-12,195,-2,1
2011-12,-2,9,1
2011-12,170,-16,1
2011-12,108,181,1
2011-12,-147,142,0
2011-12,-93,228,1
2011-12,-174,146,1
2011-12,-10,11,1
2011-12,-153,72,0
2011-12,-8,14,1
2011-12,64,255,0
2011-12,-127,-21,1
2011-12,0,19,1
2011-12,-68,126,0
2011-12,39,154,0
2011-12,-76,14,0
2011-12,62,71,1
2011-12,-19,20,1
2011-12,-51,48,0
2011-12,-109,55,1
2011-12,-239,-13,0
2011-12,23,3,1
2011-12,-100,179,1
2011-12,9,22,1
2011-12,23,3,1
2011-12,-191,203,0
2011-12,7,28,0
2011-12,21,0,0
2011-12,-174,89,0
2011-12,10,15,1
2011-12,34,15,0
2011-12,10,260,0
2011-12,72,23,0
2011-12,-139,17,1
2011-12,-106,101,1
2011-12,81,118,1
2011-12,-122,19,1
2011-12,-11,14,1
2011-12,192,17,0
2011-12,-79,39,1
2011-12,-29,15,1
2011-12,56,127,1
2011-12,-185,12,0
2011-12,-38,329,1
2011-12,-24,36,1
2011-12,9,3,1
2011-12,-166,178,0
2011-12,-123,6,1
2011-12,-127,23,0
2011-12,-8,6,1
2011-12,-131,83,1
2011-12,-166,175,0
2011-12,-146,94,0
2011-12,18,4,1
2011-12,-48,192,0
2011-12,-175,71,1
2011-12,-126,126,1
2011-12,-130,145,1
2011-12,-138,129,1
2011-12,-147,116,0
2011-12,-13,17,1
2011-12,-46,246,0
2011-12,0,9,1
2011-12,-144,113,0
2011-12,-34,11,1
2011-12,6,11,0
2011-12,-45,45,0
2011-12,13,4,0
2011-12,192,12,0
2011-12,-112,118,0
2011-12,-4,12,1
2011-12,6,6,1
2011-12,24,11,0
2011-12,-76,134,0
2011-12,6,222,0
2011-12,-13,12,1
2011-12,13,15,0
2011-12,0,4,1
2011-12,17,12,1
2011-12,241,17,1
2011-12,17,19,0
2011-12,-11,280,1
2011-12,-174,183,0
2011-12,-84,47,0
2011-12,84,17,1
2011-12,75,194,0
2011-12,20,34,1
2011-12,-29,17,1
2011-12,-49,53,1
2011-12,91,231,1
2011-12,15,108,0
2011-12,119,63,0
2011-12,-108,19,0
2011-12,84,235,1
2011-12,-133,173,0
2011-12,17,11,0
2011-12,-5,-8,1
2011-12,6,153,0
2011-12,13,129,0
2011-12,-4,17,0
2011-12,-1,11,0
2011-12,114,216,0
2011-12,166,176,0
2011-12,-138,126,1
2011-12,-152,6,1
2011-12,-169,12,1
2011-12,-136,9,0
2011-12,21,14,1
2011-12,-100,48,1
2011-12,54,101,0
2011-12,0,14,1
2011-12,-56,129,0
2011-12,-112,82,0
2011-12,-4,22,0
2011-12,200,-11,0
2011-12,17,9,1
2011-12,21,14,1
2011-12,-54,12,1
2011-12,72,66,1
2011-12,-37,48,1
2011-12,-112,181,0
2011-12,97,138,0
2011-12,-171,173,1
2011-12,-117,66,0
2011-12,215,143,1
2011-12,89,194,0
2011-12,-76,44,1
2011-12,147,225,0
2011-12,-138,0,1
2011-12,34,-2,1
2011-12,-8,-10,1
2011-12,2,7,1
2011-12,-160,-21,1
2011-12,-106,-35,1
2011-12,-101,30,0
2011-12,-106,-5,0
2011-12,-15,3,0
2011-12,-16,7,1
2011-12,47,1,1
2011-12,108,159,1
2011-12,-171,-14,0
2011-12,-7,9,1
2011-12,-142,94,0
2011-12,-45,25,1
2011-12,61,257,0
2011-12,-76,104,0
2011-12,-108,143,1
2011-12,-51,277,0
2011-12,-12,9,0
2011-12,1,19,0
2011-12,127,157,1
2011-12,-131,127,0
2011-12,140,179,0
2011-12,70,67,0
2011-12,-5,15,1
2011-12,-131,135,1
2011-12,190,149,0
2011-12,24,124,0
2011-12,15,131,0
2011-12,121,116,1
2011-12,-67,50,0
2011-12,-161,153,0
2011-12,-13,7,1
2011-12,12,6,1
2011-12,-128,17,0
2011-12,4,7,0
2011-12,-87,135,1
2011-12,-4,9,1
2011-12,0,11,1
2011-12,-150,69,0
2011-12,-7,3,0
2011-12,-161,123,0
2011-12,-175,181,0
2011-12,-5,12,1
2011-12,108,224,0
2011-12,-198,153,0
2011-12,-27,17,1
2011-12,-32,115,0
2011-12,-122,34,0
2011-12,132,145,1
2011-12,127,50,1
2011-12,2,0,1
2011-12,-7,4,1
2011-12,118,342,0
2011-12,67,60,0
2011-12,1,1,1
2011-12,-183,203,0
2011-12,-188,11,1
2011-12,2,3,1
2011-12,-166,28,0
2011-12,45,220,0
2011-12,193,112,0
2011-12,146,93,0
2011-12,24,110,0
2011-12,-134,247,0
2011-12,-35,149,0
2011-12,-59,127,1
2011-12,-5,0,1
2011-12,56,116,0
2011-12,4,44,1
2011-12,-38,-2,1
2011-12,18,241,0
2011-12,75,15,0
2011-12,21,-5,1
2011-12,166,37,1
2011-12,-130,94,0
2011-12,-40,36,0
2011-12,233,0,0
2011-12,20,3,0
2011-12,-7,140,1
2011-12,-86,222,0
2011-12,-54,52,1
2011-12,-57,200,0
2011-12,-32,9,1
2011-12,236,-6,0
2011-12,24,4,1
2011-12,-19,17,0
2011-12,-157,119,1
2011-12,28,168,0
2011-12,157,208,1
2011-12,26,89,0
2011-12,-106,121,0
2011-12,13,17,1
2011-12,53,119,0
2011-12,177,82,1
2011-12,17,194,0
2011-12,-11,129,1
2011-12,-157,15,1
2011-12,129,30,0
2011-12,-41,44,0
2011-12,-11,116,0
2011-12,239,44,1
2011-12,-48,97,0
2011-12,21,255,0
2011-12,-171,126,1
2011-12,-7,9,1
2011-12,1,14,1
2011-12,11,8,0
2011-12,4,123,0
2011-12,-2,11,1
2011-12,157,192,0
2011-12,-11,9,0
2011-12,6,9,1
2011-12,4,14,1
2011-12,-199,392,0
2011-12,17,14,0
2011-12,0,20,0
2011-12,4,6,1
2011-12,-27,15,0
2011-12,-4,14,1
2011-12,48,17,1
2011-12,20,6,1
2011-12,-32,37,0
2011-12,119,23,0
2011-12,143,165,0
2011-12,-11,58,0
2011-12,6,12,1
2011-12,7,11,1
2011-12,-4,61,1
2011-12,-103,30,1
2011-12,4,6,1
2011-12,228,15,0
2011-12,-147,17,1
2011-12,-101,235,0
2011-12,-29,20,1
2011-12,-71,71,1
2011-12,-194,67,1
2011-12,116,181,0
2011-12,184,44,0
2011-12,0,9,0
2011-12,-158,61,0
2011-12,0,3,1
2011-12,-26,11,1
2011-12,11,9,0
2011-12,-51,104,1
2011-12,-71,123,1
2011-12,2,15,1
2011-12,-98,17,1
2011-12,-100,64,1
2011-12,-46,167,1
2011-12,-213,69,0
2011-12,-157,26,0
2011-12,-10,19,0
2011-12,-7,11,1
2011-12,72,129,0
2011-12,-87,97,1
2011-12,-155,31,0
2011-12,-8,6,1
2011-12,-180,78,0
2011-12,-185,22,1
2011-12,23,28,1
2011-12,-125,126,1
2011-12,10,67,1
2011-12,-7,9,1
2011-12,4,9,1
2011-12,1,22,1
2011-12,21,39,0
2011-12,122,60,1
2011-12,-153,77,0
2011-12,69,33,1
2011-12,13,11,0
2011-12,2,9,0
2011-12,-100,231,1
2011-12,113,242,0
2011-12,-190,63,0
2011-12,1,149,1
2011-12,-133,129,0
2011-12,7,86,0
2011-12,6,88,1
2011-12,84,157,1
2011-12,111,145,1
2011-12,-54,168,0
2011-12,1,14,1
2011-12,12,148,0
2011-12,-142,209,1
2011-12,-89,94,0
2011-12,177,168,1
2011-12,206,246,0
2011-12,-11,1,1
2011-12,212,116,1
2011-12,-243,15,0
2011-12,182,162,0
2011-12,0,14,1
2011-12,1,206,1
2011-12,-169,190,0
2011-12,2,14,1
2011-12,61,134,0
2011-12,12,7,1
2011-12,1,11,0
2011-12,-8,12,1
2011-12,20,12,1
2011-12,-45,15,0
2011-12,-174,0,0
2011-12,170,187,0
2011-12,-3,8,1
2011-12,125,96,0
2011-12,-13,9,1
2011-12,-175,167,1
2011-12,-190,173,0
2011-12,-119,227,0
2011-12,-2,22,1
2011-12,-13,7,0
2011-12,7,86,0
2011-12,4,19,0
2011-12,77,239,1
2011-12,20,7,1
2011-12,10,9,1
2011-12,12,83,0
2011-12,10,26,1
2011-12,-25,30,0
2011-12,10,12,0
2011-12,184,165,0
2011-12,64,97,1
2011-12,-106,154,1
2011-12,121,0,1
2011-12,4,17,0
2011-12,171,77,0
2011-12,6,12,0
2011-12,-15,0,1
2011-12,-119,23,0
2011-12,12,11,1
2011-12,6,9,1
2011-12,-11,20,0
2011-12,127,138,1
2011-12,-27,249,0
2011-12,-5,12,1
2011-12,-149,42,1
2011-12,225,-5,1
2011-12,-136,34,1
2011-12,-111,156,0
2011-12,-90,162,0
2011-12,144,126,1
2011-12,234,-13,0
2011-12,17,211,0
2011-12,-5,6,1
2011-12,37,44,1
2011-12,-2,6,1
2011-12,-138,124,0
2011-12,-40,39,0
2011-12,-18,19,0
2011-12,-82,28,0
2011-12,13,9,1
2011-12,0,19,1
2011-12,21,250,1
2011-12,173,173,0
2011-12,59,118,0
2011-12,10,7,0
2011-12,181,58,1
2011-12,-93,138,1
2011-12,0,4,1
2011-12,-122,127,0
2011-12,-19,4,0
2011-12,-98,69,1
2011-12,7,14,0
2011-12,64,41,0
2011-12,2,6,1
2011-12,99,228,0
2011-12,-23,7,0
2011-12,13,-10,1
2011-12,-65,99,1
2011-12,13,63,0
2011-12,146,127,0
2011-12,39,205,1
2011-12,125,137,0
2011-12,-163,7,1
2011-12,1,242,1
2011-12,48,247,0
2011-12,18,254,1
2011-12,-13,19,1
2011-12,-149,64,1
2011-12,124,-3,0
2011-12,-134,173,0
2011-12,-155,85,0
2011-12,-190,157,0
2011-12,24,12,1
2011-12,133,66,1
2011-12,51,159,0
2011-12,-240,1,1
2011-12,-164,107,0
2011-12,-23,17,0
2011-12,43,246,0
2011-12,-172,15,0
2011-12,64,108,0
2011-12,40,80,1
2011-12,-92,15,1
2011-12,2,9,1
2011-12,0,11,1
2011-12,-6,4,0
2011-12,-147,72,0
2011-12,18,17,0
2011-12,9,6,1
2011-12,-194,146,0
2011-12,-4,-1,0
2011-12,28,60,0
2011-12,6,11,1
2011-12,-79,167,0
2011-12,-5,12,1
2011-12,-5,246,0
2011-12,9,9,1
2011-12,129,63,1
2011-12,165,181,1
2011-12,-131,206,0
2011-12,58,200,0
2011-12,-79,52,0
2011-12,-7,-3,1
2011-12,-131,151,1
2011-12,21,4,1
2011-12,13,12,0
2011-12,29,37,1
2011-12,-191,56,1
2011-12,196,101,0
2011-12,136,203,0
2011-12,-123,211,0
2011-12,196,60,0
2011-12,7,12,1
2011-12,-232,315,0
2011-12,-116,181,0
2011-12,155,135,1
2011-12,-198,82,0
2011-12,-139,132,1
2011-12,-109,186,0
2011-12,-13,14,1
2011-12,159,7,1
2011-12,-10,6,1
2011-12,-130,99,0
2011-12,4,75,0
2011-12,-166,173,1
2011-12,-149,206,0
2011-12,-7,12,1
2011-12,-70,101,0
2011-12,-146,134,0
2011-12,-13,3,0
2011-12,1,140,0
2011-12,-19,3,1
2011-12,-23,3,1
2011-12,-41,96,0
2011-12,-13,3,1
2011-12,-21,3,1
2011-12,-23,11,1
2011-12,-54,55,1
2011-12,4,14,1
2011-12,127,63,0
2011-12,-7,7,1
2011-12,0,12,1
2011-12,-4,20,1
2011-12,2,7,1
2011-12,-2,11,1
2011-12,12,7,1
2011-12,185,26,1
2011-12,-11,11,1
2011-12,151,198,1
2011-12,165,23,0
2011-12,-71,179,1
2011-12,182,9,1
2011-12,65,48,0
2011-12,185,160,1
2011-12,-92,52,1
2011-12,-111,48,1
2011-12,108,137,1
2011-12,0,167,1
2011-12,116,145,0
2011-12,4,14,0
2011-12,-101,178,0
2011-12,144,137,0
2011-12,17,11,0
2011-12,9,9,1
2011-12,-57,67,0
2011-12,-46,52,1
2011-12,165,195,0
2011-12,-10,9,1
2011-12,-122,154,0
2011-12,-114,48,0
2011-12,7,85,0
2011-12,18,151,0
2011-12,-48,205,0
2011-12,51,39,1
2011-12,1,11,1
2011-12,9,6,0
2011-12,-5,4,1
2011-12,-138,-13,1
2011-12,204,9,0
2011-12,72,47,0
2011-12,32,24,0
2011-12,140,198,0
2011-12,100,86,1
2011-12,-35,47,1
2011-12,6,11,1
2011-12,-237,11,0
2011-12,-141,12,1
2011-12,-163,12,0
2011-12,-123,44,0
2011-12,18,4,1
2011-12,-205,138,1
2011-12,0,9,1
2012-13,122,149,1
2012-13,-60,165,0
2012-13,-71,17,1
2012-13,-8,9,0
2012-13,-75,165,1
2012-13,0,9,1
2012-13,-86,26,0
2012-13,-13,115,1
2012-13,-27,26,0
2012-13,12,11,1
2012-13,-191,159,1
2012-13,237,39,0
2012-13,114,225,1
2012-13,81,208,1
2012-13,-152,162,1
2012-13,-210,134,0
2012-13,-22,6,1
2012-13,11,10,1
2012-13,-162,37,0
2012-13,-125,150,0
2012-13,-28,40,0
2012-13,71,234,1
2012-13,-14,53,1
2012-13,-118,98,1
2012-13,151,23,0
2012-13,-19,1,1
2012-13,11,39,0
2012-13,63,53,0
2012-13,-28,12,1
2012-13,152,20,0
2012-13,236,45,1
2012-13,211,124,0
2012-13,-10,12,1
2012-13,77,186,0
2012-13,84,146,0
2012-13,174,52,1
2012-13,12,4,1
2012-13,-109,135,0
2012-13,-73,91,1
2012-13,8,-1,0
2012-13,7,4,1
2012-13,225,4,0
2012-13,140,142,1
2012-13,4,11,0
2012-13,184,78,0
2012-13,80,153,0
2012-13,20,33,1
2012-13,-11,17,1
2012-13,-76,142,0
2012-13,18,6,0
2012-13,-13,7,1
2012-13,-19,12,1
2012-13,-10,11,1
2012-13,-15,12,1
2012-13,-11,67,1
2012-13,21,124,0
2012-13,-103,112,0
2012-13,-169,142,0
2012-13,4,7,1
2012-13,-111,55,0
2012-13,69,239,1
2012-13,9,1,1
2012-13,-5,14,1
2012-13,-68,178,0
2012-13,231,7,1
2012-13,-183,192,0
2012-13,-4,9,1
2012-13,-8,11,1
2012-13,230,9,1
2012-13,21,8,0
2012-13,-223,124,0
2012-13,-2,9,1
2012-13,43,112,0
2012-13,-103,74,1
2012-13,4,12,0
2012-13,2,12,1
2012-13,-158,1,0
2012-13,-223,108,1
2012-13,0,9,1
2012-13,34,213,1
2012-13,6,3,1
2012-13,20,4,1
2012-13,2,301,0
2012-13,13,3,0
2012-13,105,45,0
2012-13,-87,45,1
2012-13,189,60,1
2012-13,185,20,0
2012-13,29,12,1
2012-13,7,3,1
2012-13,-8,194,0
2012-13,69,255,0
2012-13,26,0,1
2012-13,13,189,0
2012-13,-90,173,1
2012-13,149,4,0
2012-13,0,-5,1
2012-13,0,-2,1
2012-13,-19,11,0
2012-13,47,25,0
2012-13,-2,1,1
2012-13,40,23,1
2012-13,-136,146,1
2012-13,-153,110,1
2012-13,-11,6,1
2012-13,-144,124,0
2012-13,-11,0,1
2012-13,-155,205,0
2012-13,47,36,0
2012-13,0,6,1
2012-13,-51,19,0
2012-13,0,47,0
2012-13,0,4,1
2012-13,70,208,0
2012-13,15,4,1
2012-13,230,37,0
2012-13,-125,20,0
2012-13,6,195,0
2012-13,4,15,1
2012-13,36,23,0
2012-13,132,44,0
2012-13,-100,89,1
2012-13,2,14,1
2012-13,122,17,0
2012-13,226,0,1
2012-13,-193,159,1
2012-13,130,213,0
2012-13,20,192,1
2012-13,-142,9,0
2012-13,73,203,1
2012-13,-138,116,0
2012-13,121,140,1
2012-13,4,254,0
2012-13,2,26,0
2012-13,48,241,1
2012-13,23,7,1
2012-13,234,6,1
2012-13,29,16,0
2012-13,124,241,1
2012-13,23,0,1
2012-13,-10,20,1
2012-13,91,89,1
2012-13,-95,159,0
2012-13,-5,48,1
2012-13,-8,33,1
2012-13,160,26,0
2012-13,10,23,1
2012-13,2,89,0
2012-13,132,209,0
2012-13,-111,55,0
2012-13,6,26,1
2012-13,18,93,1
2012-13,-150,222,0
2012-13,-164,64,1
2012-13,168,64,0
2012-13,9,33,1
2012-13,9,26,1
2012-13,-106,116,0
2012-13,45,274,0
2012-13,-60,56,1
2012-13,9,86,1
2012-13,-87,33,0
2012-13,20,41,0
2012-13,-24,149,0
2012-13,-19,3,0
2012-13,20,4,0
2012-13,0,3,1
2012-13,0,1,1
2012-13,140,137,1
2012-13,18,1,0
2012-13,29,33,1
2012-13,-103,105,1
2012-13,173,55,0
2012-13,-182,25,0
2012-13,-16,23,0
2012-13,-131,175,0
2012-13,-8,9,1
2012-13,130,173,0
2012-13,2,228,0
2012-13,-10,-2,1
2012-13,62,26,0
2012-13,-188,41,1
2012-13,-18,6,1
2012-13,7,165,1
2012-13,206,165,0
2012-13,-163,-11,1
2012-13,124,162,0
2012-13,-144,69,0
2012-13,100,121,1
2012-13,179,186,0
2012-13,-92,22,0
2012-13,-158,-2,1
2012-13,-49,108,1
2012-13,2,41,0
2012-13,-243,9,0
2012-13,-2,3,1
2012-13,212,152,1
2012-13,-123,0,0
2012-13,-161,19,0
2012-13,130,142,0
2012-13,-105,23,0
2012-13,-2,0,1
2012-13,0,12,1
2012-13,21,-2,0
2012-13,-60,222,0
2012-13,21,6,1
2012-13,95,129,0
2012-13,12,86,1
2012-13,2,11,1
2012-13,59,17,0
2012-13,36,67,0
2012-13,-81,137,1
2012-13,-134,131,1
2012-13,136,112,0
2012-13,91,134,0
2012-13,1,118,0
2012-13,-198,154,1
2012-13,-161,71,0
2012-13,-2,14,1
2012-13,6,3,1
2012-13,228,28,0
2012-13,-60,249,1
2012-13,-2,257,0
2012-13,1,9,1
2012-13,10,1,0
2012-13,-2,9,1
2012-13,-18,6,1
2012-13,-108,121,0
2012-13,-202,151,1
2012-13,179,172,0
2012-13,3,9,1
2012-13,9,17,0
2012-13,7,61,1
2012-13,108,407,0
2012-13,10,1,1
2012-13,31,17,0
2012-13,13,-2,1
2012-13,17,257,0
2012-13,-4,6,1
2012-13,12,211,1
2012-13,-138,162,1
2012-13,110,227,1
2012-13,1,12,1
2012-13,136,206,1
2012-13,-106,118,1
2012-13,-202,149,1
2012-13,7,9,0
2012-13,-62,28,0
2012-13,-70,252,0
2012-13,1,6,1
2012-13,0,115,1
2012-13,-2,12,0
2012-13,-142,121,1
2012-13,121,217,0
2012-13,20,3,1
2012-13,7,86,0
2012-13,17,6,1
2012-13,47,31,1
2012-13,-163,200,0
2012-13,-111,181,0
2012-13,1,12,1
2012-13,12,11,0
2012-13,18,9,0
2012-13,0,14,1
2012-13,51,61,1
2012-13,0,258,0
2012-13,-13,7,1
2012-13,-171,181,1
2012-13,4,80,1
2012-13,-2,9,1
2012-13,0,67,0
2012-13,12,7,0
2012-13,81,148,0
2012-13,2,11,1
2012-13,-5,-6,1
2012-13,-123,20,0
2012-13,-128,-33,1
2012-13,78,156,0
2012-13,-196,67,0
2012-13,106,72,0
2012-13,-4,-3,1
2012-13,-10,-22,1
2012-13,88,44,0
2012-13,-220,119,0
2012-13,0,-5,1
2012-13,31,-2,0
2012-13,-2,6,1
2012-13,15,25,0
2012-13,2,3,1
2012-13,70,-16,0
2012-13,0,1,1
2012-13,0,-8,1
2012-13,100,249,1
2012-13,7,-17,0
2012-13,13,0,1
2012-13,95,239,0
2012-13,23,-8,1
2012-13,244,-24,0
2012-13,174,28,1
2012-13,9,1,1
2012-13,181,170,1
2012-13,-68,179,1
2012-13,177,26,0
2012-13,4,9,1
2012-13,177,172,1
2012-13,170,175,1
2012-13,193,154,0
2012-13,37,19,0
2012-13,7,1,0
2012-13,-89,146,0
2012-13,4,11,1
2012-13,67,108,0
2012-13,0,6,1
2012-13,-4,9,0
2012-13,-5,64,1
2012-13,-11,261,0
2012-13,-10,11,1
2012-13,0,9,0
2012-13,-11,4,1
2012-13,47,58,0
2012-13,40,12,1
2012-13,12,14,1
2012-13,0,9,1
2012-13,1,11,1
2012-13,-116,89,1
2012-13,193,44,1
2012-13,21,17,1
2012-13,3,8,1
2012-13,12,7,1
2012-13,1,104,0
2012-13,0,9,1
2012-13,-185,67,0
2012-13,173,20,0
2012-13,146,41,0
2012-13,-120,12,1
2012-13,-125,101,0
2012-13,13,7,1
2012-13,-97,36,0
2012-13,4,7,1
2012-13,4,4,1
2012-13,-8,9,1
2012-13,171,181,1
2012-13,2,89,0
2012-13,7,14,1
2012-13,0,6,1
2012-13,15,45,1
2012-13,-138,214,0
2012-13,56,53,0
2012-13,6,3,1
2012-13,121,175,0
2012-13,-7,58,1
2012-13,9,0,1
2012-13,-11,9,1
2012-13,-87,135,0
2012-13,-26,12,0
2012-13,-71,75,1
2012-13,231,67,0
2012-13,40,14,1
2012-13,-8,11,0
2012-13,-70,11,0
2012-13,12,14,1
2012-13,182,41,0
2012-13,-4,58,1
2012-13,220,113,1
2012-13,-59,60,1
2012-13,-199,-11,0
2012-13,-27,36,1
2012-13,100,226,1
2012-13,113,151,1
2012-13,15,96,0
2012-13,-2,47,0
2012-13,166,181,0
2012-13,-191,-2,0
2012-13,-13,20,1
2012-13,-215,146,0
2012-13,-136,86,0
2012-13,-213,135,0
2012-13,-57,34,0
2012-13,2,3,1
2012-13,-56,126,0
2012-13,9,7,1
2012-13,-38,252,0
2012-13,6,1,1
2012-13,100,94,1
2012-13,-95,140,1
2012-13,9,4,1
2012-13,94,93,0
2012-13,121,121,1
2012-13,6,11,1
2012-13,-177,17,0
2012-13,36,162,1
2012-13,133,131,0
2012-13,102,151,0
2012-13,9,9,1
2012-13,236,12,0
2012-13,-4,11,0
2012-13,230,85,1
2012-13,83,4,1
2012-13,184,162,1
2012-13,-198,148,0
2012-13,-146,206,0
2012-13,-64,45,1
2012-13,190,15,0
2012-13,12,4,1
2012-13,124,181,0
2012-13,-19,48,0
2012-13,-34,37,1
2012-13,-70,194,1
2012-13,7,225,1
2012-13,-8,22,1
2012-13,160,189,1
2012-13,10,22,1
2012-13,-27,108,0
2012-13,-2,17,0
2012-13,12,41,1
2012-13,-40,255,1
2012-13,-174,175,0
2012-13,230,34,1
2012-13,127,214,0
2012-13,-180,22,0
2012-13,-10,12,1
2012-13,70,26,1
2012-13,-89,4,0
2012-13,48,175,1
2012-13,-172,-13,1
2012-13,34,187,0
2012-13,-146,113,0
2012-13,24,6,0
2012-13,141,121,1
2012-13,12,7,0
2012-13,12,1,1
2012-13,100,135,0
2012-13,-19,3,1
2012-13,-108,45,1
2012-13,-120,160,1
2012-13,-98,99,0
2012-13,-182,34,0
2012-13,-15,7,1
2012-13,-240,17,1
2012-13,10,4,1
2012-13,-71,178,1
2012-13,214,124,0
2012-13,173,176,0
2012-13,-2,11,0
2012-13,-2,6,1
2012-13,2,58,0
2012-13,-116,22,1
2012-13,-13,6,1
2012-13,0,7,1
2012-13,177,22,1
2012-13,9,7,1
2012-13,-35,222,1
2012-13,-5,7,1
2012-13,-16,15,0
2012-13,-205,4,1
2012-13,-160,154,1
2012-13,83,20,0
2012-13,163,189,0
2012-13,0,6,0
2012-13,-10,7,1
2012-13,0,6,1
2012-13,2,0,1
2012-13,-120,146,0
2012-13,-8,3,1
2012-13,9,0,0
2012-13,-128,45,0
2012-13,-7,11,1
2012-13,-21,6,0
2012-13,13,14,0
2012-13,-18,6,0
2012-13,15,1,1
2012-13,-139,121,0
2012-13,78,249,0
2012-13,-67,15,1
2012-13,-157,82,0
2012-13,-235,60,1
2012-13,-210,142,1
2012-13,-158,225,0
2012-13,-185,67,0
2012-13,-138,82,1
2012-13,-149,58,1
2012-13,-41,28,1
2012-13,157,72,1
2012-13,6,4,1
2012-13,-152,85,1
2012-13,4,0,0
2012-13,-155,12,0
2012-13,-26,121,0
2012-13,2,7,1
2012-13,132,42,1
2012-13,-205,19,0
2012-13,204,157,1
2012-13,18,178,1
2012-13,129,233,1
2012-13,-81,189,1
2012-13,-157,56,1
2012-13,1,1,1
2012-13,-2,0,1
2012-13,140,224,0
2012-13,-169,217,0
2012-13,-130,58,1
2012-13,-5,9,0
2012-13,4,1,0
2012-13,2,3,1
2012-13,-123,-5,0
2012-13,0,6,1
2012-13,-180,3,0
2012-13,-26,30,0
2012-13,0,11,1
2012-13,15,94,0
2012-13,1,14,1
2012-13,-122,-16,0
2012-13,-32,0,1
2012-13,239,-10,1
2012-13,2,7,1
2012-13,-147,52,1
2012-13,62,113,1
2012-13,-125,-10,0
2012-13,4,4,1
2012-13,-226,66,0
2012-13,241,-19,0
2012-13,18,14,1
2012-13,4,14,1
2012-13,-212,7,1
2012-13,141,96,1
2012-13,206,-16,0
2012-13,-209,-30,0
2012-13,-127,228,0
2012-13,-11,7,1
2012-13,-24,246,0
2012-13,133,165,0
2012-13,0,1,1
2012-13,184,44,0
2012-13,-109,230,1
2012-13,32,254,0
2012-13,0,11,0
2012-13,21,107,1
2012-13,-41,53,1
2012-13,-169,20,0
2012-13,-248,6,0
2012-13,23,6,1
2012-13,47,217,0
2012-13,189,157,0
2012-13,-152,121,0
2012-13,12,1,1
2012-13,13,7,1
2012-13,10,6,0
2012-13,-41,44,0
2012-13,4,33,0
2012-13,-109,23,1
2012-13,-21,7,0
2012-13,-11,14,1
2012-13,-10,9,1
2012-13,7,6,1
2012-13,7,3,1
2012-13,-5,258,0
2012-13,-242,15,1
2012-13,1,31,1
2012-13,13,4,0
2012-13,-144,153,0
2012-13,-158,53,1
2012-13,1,11,1
2012-13,86,131,1
2012-13,0,173,1
2012-13,-239,7,0
2012-13,-57,44,1
2012-13,-95,159,0
2012-13,133,80,1
2012-13,-223,110,0
2012-13,136,206,1
2012-13,1,1,1
2012-13,-4,190,0
2012-13,4,249,0
2012-13,-4,-2,1
2012-13,75,175,1
2012-13,58,249,0
2012-13,113,165,1
2012-13,20,30,0
2012-13,80,23,0
2012-13,231,4,1
2012-13,-2,127,1
2012-13,-182,194,0
2012-13,13,107,0
2012-13,155,187,1
2012-13,-128,143,1
2012-13,10,6,1
2012-13,-86,135,0
2012-13,54,164,1
2012-13,-100,12,0
2012-13,88,167,0
2012-13,-78,129,0
2012-13,-35,25,1
2012-13,-4,9,1
2012-13,-152,89,0
2012-13,-127,7,0
2012-13,26,60,0
2012-13,26,3,1
2012-13,-37,83,1
2012-13,-112,30,0
2012-13,-92,22,0
2012-13,-38,52,1
2012-13,13,4,0
2012-13,21,6,1
2012-13,18,4,1
2012-13,-164,80,1
2012-13,-10,179,0
2012-13,-128,0,1
2012-13,40,85,0
2012-13,1,1,1
2012-13,12,15,0
2012-13,103,238,1
2012-13,-158,129,1
2012-13,-152,89,0
2012-13,-152,33,0
2012-13,12,-5,1
2012-13,9,-3,1
2012-13,15,0,0
2012-13,-70,39,0
2012-13,151,197,1
2012-13,-141,116,0
2012-13,12,1,1
2012-13,4,274,0
2012-13,6,-3,1
2012-13,231,7,0
2012-13,80,26,0
2012-13,-199,159,0
2012-13,132,132,1
2012-13,-179,162,0
2012-13,23,-3,0
2012-13,3,-1,1
2012-13,-8,4,1
2012-13,-32,55,1
2012-13,-18,15,1
2012-13,-226,105,0
2012-13,37,19,0
2012-13,-21,39,0
2012-13,-30,14,1
2012-13,0,11,1
2012-13,17,25,1
2012-13,0,4,1
2012-13,-21,6,1
2012-13,-15,0,1
2012-13,-10,19,0
2012-13,-15,-2,1
2012-13,-158,78,0
2012-13,-16,1,1
2012-13,-23,-2,1
2012-13,233,6,1
2012-13,4,9,0
2012-13,6,0,1
2012-13,-160,94,0
2012-13,-161,186,1
2012-13,231,36,0
2012-13,26,11,1
2012-13,-62,25,1
2012-13,-23,9,1
2012-13,78,233,0
2012-13,-111,-6,1
