season,x,y,made_shot
2005-06,-123,186,0
2005-06,-3,0,0
2005-06,100,143,0
2005-06,176,184,1
2005-06,172,184,0
2005-06,-16,-5,1
2005-06,141,-11,0
2005-06,-145,35,1
2005-06,-49,25,0
2005-06,130,-3,0
2005-06,15,15,1
2005-06,62,22,0
2005-06,10,10,1
2005-06,-169,30,0
2005-06,-16,8,1
2005-06,108,224,0
2005-06,-97,48,0
2005-06,199,64,1
2005-06,225,123,0
2005-06,11,15,0
2005-06,-6,5,1
2005-06,-5,7,1
2005-06,-15,243,0
2005-06,0,0,1
2005-06,-110,191,1
2005-06,230,105,1
2005-06,0,0,1
2005-06,-220,118,0
2005-06,102,145,0
2005-06,0,0,1
2005-06,-118,86,0
2005-06,-199,-6,1
2005-06,0,0,0
2005-06,0,0,0
2005-06,-44,33,0
2005-06,112,174,1
2005-06,-189,-8,0
2005-06,-66,86,1
2005-06,133,171,1
2005-06,-166,-3,0
2005-06,0,0,1
2005-06,-153,206,1
2005-06,0,0,1
2005-06,0,0,0
2005-06,-2,257,0
2005-06,164,222,1
2005-06,235,3,0
2005-06,159,199,0
2005-06,0,0,0
2005-06,0,0,0
2005-06,236,5,1
2005-06,130,220,0
2005-06,-99,168,0
2005-06,0,0,1
2005-06,149,69,1
2005-06,-140,17,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-154,36,0
2005-06,223,-3,0
2005-06,0,0,1
2005-06,-166,156,1
2005-06,56,137,0
2005-06,-26,245,0
2005-06,-69,53,1
2005-06,87,76,1
2005-06,-131,48,0
2005-06,-61,191,1
2005-06,0,0,1
2005-06,23,5,1
2005-06,-10,-1,0
2005-06,-15,15,1
2005-06,16,56,0
2005-06,5,-1,1
2005-06,126,-21,0
2005-06,-140,125,1
2005-06,156,197,0
2005-06,39,40,1
2005-06,136,-3,0
2005-06,6,3,1
2005-06,-84,238,0
2005-06,13,-3,1
2005-06,-194,76,0
2005-06,117,95,1
2005-06,-107,94,0
2005-06,8,3,1
2005-06,-2,7,1
2005-06,158,51,0
2005-06,121,153,0
2005-06,11,0,1
2005-06,1,1,1
2005-06,-128,146,1
2005-06,151,163,0
2005-06,29,23,0
2005-06,-90,145,0
2005-06,-136,204,0
2005-06,0,3,1
2005-06,6,2,1
2005-06,0,0,0
2005-06,177,-11,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,-103,186,1
2005-06,-62,3,0
2005-06,192,72,0
2005-06,-66,212,0
2005-06,197,10,0
2005-06,146,191,0
2005-06,0,0,1
2005-06,-243,51,1
2005-06,0,0,0
2005-06,202,45,0
2005-06,-71,253,0
2005-06,0,0,1
2005-06,-36,171,0
2005-06,194,151,0
2005-06,0,0,1
2005-06,-149,20,0
2005-06,-115,36,1
2005-06,-195,82,0
2005-06,18,2,1
2005-06,102,12,0
2005-06,6,3,1
2005-06,1,2,1
2005-06,228,41,1
2005-06,225,-8,1
2005-06,192,41,0
2005-06,-33,12,0
2005-06,-3,43,1
2005-06,-5,49,0
2005-06,-54,74,1
2005-06,8,17,1
2005-06,21,0,1
2005-06,-95,141,1
2005-06,-71,23,1
2005-06,21,10,1
2005-06,151,0,0
2005-06,16,10,1
2005-06,3,3,1
2005-06,232,0,0
2005-06,138,15,0
2005-06,-5,0,1
2005-06,75,31,0
2005-06,5,15,1
2005-06,-130,-13,0
2005-06,98,5,1
2005-06,15,8,0
2005-06,5,91,0
2005-06,20,0,0
2005-06,-94,23,1
2005-06,131,117,0
2005-06,11,248,0
2005-06,13,5,1
2005-06,230,-19,0
2005-06,64,87,0
2005-06,-163,189,0
2005-06,11,3,1
2005-06,46,17,1
2005-06,0,0,1
2005-06,144,18,0
2005-06,89,-18,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,192,178,0
2005-06,0,0,0
2005-06,141,253,0
2005-06,0,0,1
2005-06,186,-1,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-16,3,1
2005-06,0,18,1
2005-06,26,17,1
2005-06,103,81,0
2005-06,-187,179,0
2005-06,8,0,1
2005-06,-3,-1,1
2005-06,228,8,0
2005-06,103,94,0
2005-06,-16,10,1
2005-06,143,28,0
2005-06,13,0,1
2005-06,-123,-19,0
2005-06,34,209,1
2005-06,38,3,1
2005-06,-6,92,1
2005-06,24,252,1
2005-06,-61,17,1
2005-06,-3,-1,1
2005-06,-23,15,0
2005-06,-29,28,0
2005-06,115,168,0
2005-06,-16,22,0
2005-06,10,248,0
2005-06,34,10,0
2005-06,21,13,0
2005-06,238,-5,0
2005-06,-6,68,0
2005-06,31,15,1
2005-06,0,225,1
2005-06,0,217,1
2005-06,-103,-18,0
2005-06,3,117,0
2005-06,84,247,0
2005-06,-5,23,1
2005-06,-143,174,0
2005-06,-6,2,1
2005-06,66,51,1
2005-06,-89,235,0
2005-06,131,95,0
2005-06,-71,41,1
2005-06,105,45,1
2005-06,146,3,0
2005-06,-5,-3,1
2005-06,-29,0,0
2005-06,-232,-14,0
2005-06,-15,0,0
2005-06,235,-18,1
2005-06,-57,-8,0
2005-06,0,242,1
2005-06,-131,214,1
2005-06,-125,-28,0
2005-06,26,7,0
2005-06,1,-18,1
2005-06,21,273,1
2005-06,-108,-3,1
2005-06,33,250,0
2005-06,0,10,1
2005-06,-136,209,0
2005-06,-20,15,0
2005-06,187,109,0
2005-06,5,3,0
2005-06,171,-21,0
2005-06,-238,18,1
2005-06,235,-16,0
2005-06,18,3,0
2005-06,11,2,1
2005-06,85,260,1
2005-06,197,391,0
2005-06,5,17,0
2005-06,-237,102,0
2005-06,18,5,0
2005-06,56,15,0
2005-06,158,123,1
2005-06,181,0,1
2005-06,-5,20,1
2005-06,57,201,0
2005-06,89,145,0
2005-06,-16,5,1
2005-06,-199,-31,0
2005-06,24,5,1
2005-06,146,204,0
2005-06,-6,17,0
2005-06,-194,-29,0
2005-06,-43,23,0
2005-06,-21,13,1
2005-06,84,18,0
2005-06,230,-19,0
2005-06,13,17,1
2005-06,199,-16,0
2005-06,-200,38,1
2005-06,0,0,1
2005-06,69,128,1
2005-06,0,0,1
2005-06,67,202,1
2005-06,-197,0,1
2005-06,-179,125,0
2005-06,117,225,0
2005-06,-92,191,1
2005-06,0,0,1
2005-06,149,201,0
2005-06,192,91,0
2005-06,-217,141,0
2005-06,-169,141,0
2005-06,186,-8,0
2005-06,0,0,1
2005-06,-212,64,1
2005-06,0,0,1
2005-06,57,181,1
2005-06,-92,150,0
2005-06,-214,164,0
2005-06,182,20,1
2005-06,47,237,0
2005-06,0,0,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-64,100,0
2005-06,0,0,0
2005-06,0,0,0
2005-06,118,137,0
2005-06,0,0,1
2005-06,-138,166,1
2005-06,0,0,0
2005-06,156,54,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,0,0,0
2005-06,-44,204,0
2005-06,174,-14,0
2005-06,149,2,0
2005-06,174,233,1
2005-06,-31,266,1
2005-06,-241,-8,1
2005-06,0,0,0
2005-06,143,-26,0
2005-06,0,0,1
2005-06,159,206,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,-171,181,0
2005-06,126,209,0
2005-06,177,145,0
2005-06,202,13,0
2005-06,176,2,1
2005-06,34,242,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-148,118,0
2005-06,0,0,0
2005-06,-3,61,1
2005-06,0,0,1
2005-06,-176,138,1
2005-06,204,51,0
2005-06,241,-5,0
2005-06,-184,2,0
2005-06,-64,283,0
2005-06,-94,7,0
2005-06,39,10,1
2005-06,0,0,1
2005-06,6,25,0
2005-06,0,0,1
2005-06,-156,189,1
2005-06,189,8,0
2005-06,148,77,0
2005-06,-29,2,0
2005-06,24,5,0
2005-06,-100,7,0
2005-06,1,1,0
2005-06,-2,8,1
2005-06,-136,214,0
2005-06,1,1,1
2005-06,-172,-5,1
2005-06,1,8,0
2005-06,-112,146,1
2005-06,-238,20,0
2005-06,-80,164,0
2005-06,0,2,0
2005-06,3,-5,1
2005-06,-2,0,1
2005-06,-2,8,1
2005-06,-181,91,1
2005-06,1,1,1
2005-06,-194,148,0
2005-06,3,2,1
2005-06,0,0,1
2005-06,15,28,0
2005-06,0,3,0
2005-06,0,0,0
2005-06,202,174,0
2005-06,-191,-24,1
2005-06,0,0,1
2005-06,84,199,1
2005-06,-74,245,1
2005-06,-227,69,1
2005-06,-187,26,0
2005-06,0,0,1
2005-06,-26,268,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,-194,30,1
2005-06,0,0,1
2005-06,184,-23,0
2005-06,240,-6,1
2005-06,1,30,1
2005-06,-232,3,1
2005-06,-172,109,1
2005-06,228,100,0
2005-06,0,0,1
2005-06,156,41,0
2005-06,-79,107,0
2005-06,143,260,0
2005-06,-186,-5,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,163,217,1
2005-06,-125,243,0
2005-06,1,12,1
2005-06,-215,72,0
2005-06,0,5,0
2005-06,158,13,0
2005-06,-214,112,0
2005-06,121,72,0
2005-06,-89,230,1
2005-06,-199,95,1
2005-06,97,232,0
2005-06,-6,2,1
2005-06,-20,5,1
2005-06,-11,-1,1
2005-06,8,-5,0
2005-06,8,0,1
2005-06,13,10,1
2005-06,135,207,1
2005-06,227,-3,1
2005-06,8,2,1
2005-06,-232,-11,0
2005-06,5,217,0
2005-06,-20,5,0
2005-06,6,0,1
2005-06,1,1,1
2005-06,13,3,1
2005-06,23,169,0
2005-06,5,-9,1
2005-06,-8,7,1
2005-06,120,10,1
2005-06,-172,8,0
2005-06,-176,171,1
2005-06,-13,7,1
2005-06,-145,156,0
2005-06,11,7,1
2005-06,-102,7,1
2005-06,3,242,0
2005-06,140,156,1
2005-06,-120,132,0
2005-06,228,-26,0
2005-06,-2,0,1
2005-06,-2,-8,1
2005-06,112,217,0
2005-06,-168,-23,1
2005-06,-161,-26,1
2005-06,-172,51,0
2005-06,-21,257,0
2005-06,-176,43,0
2005-06,-16,-5,0
2005-06,-197,-23,1
2005-06,-179,-26,1
2005-06,-3,3,1
2005-06,-5,-1,1
2005-06,-153,-23,0
2005-06,-235,-19,1
2005-06,-102,169,0
2005-06,-26,-1,1
2005-06,161,125,1
2005-06,143,46,1
2005-06,-16,247,1
2005-06,174,107,1
2005-06,223,115,0
2005-06,200,36,1
2005-06,0,-3,1
2005-06,-148,-37,0
2005-06,182,5,0
2005-06,15,36,0
2005-06,44,43,1
2005-06,5,5,1
2005-06,103,35,0
2005-06,-174,-3,1
2005-06,-16,2,1
2005-06,21,0,1
2005-06,72,238,1
2005-06,0,0,0
2005-06,0,0,0
2005-06,144,81,1
2005-06,-158,22,1
2005-06,0,0,1
2005-06,195,28,0
2005-06,136,222,1
2005-06,18,255,1
2005-06,-71,143,0
2005-06,0,0,1
2005-06,-131,25,1
2005-06,80,252,1
2005-06,-187,2,0
2005-06,-123,3,0
2005-06,138,229,1
2005-06,-130,35,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,15,84,0
2005-06,181,140,0
2005-06,-84,229,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,184,220,0
2005-06,-44,194,0
2005-06,11,0,0
2005-06,3,45,0
2005-06,-5,17,1
2005-06,-122,155,0
2005-06,36,35,0
2005-06,36,242,0
2005-06,172,35,1
2005-06,135,10,0
2005-06,-41,23,0
2005-06,-51,25,0
2005-06,123,120,0
2005-06,-166,49,0
2005-06,1,1,1
2005-06,10,-9,0
2005-06,-117,20,0
2005-06,0,3,1
2005-06,6,-1,1
2005-06,169,7,0
2005-06,-99,114,0
2005-06,92,143,0
2005-06,-2,0,0
2005-06,-2,0,1
2005-06,-5,0,0
2005-06,-215,145,0
2005-06,1,0,1
2005-06,-171,184,0
2005-06,-133,143,1
2005-06,144,146,0
2005-06,0,3,1
2005-06,0,3,1
2005-06,-2,5,0
2005-06,-2,0,1
2005-06,189,23,1
2005-06,6,690,0
2005-06,-108,233,0
2005-06,184,-3,1
2005-06,-169,8,1
2005-06,-194,23,0
2005-06,192,20,1
2005-06,-126,160,1
2005-06,-169,186,0
2005-06,153,31,1
2005-06,-225,-18,0
2005-06,-151,54,0
2005-06,79,220,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-177,97,1
2005-06,-159,0,1
2005-06,-174,125,0
2005-06,8,123,1
2005-06,230,-1,0
2005-06,0,0,1
2005-06,-140,0,0
2005-06,0,0,1
2005-06,233,97,0
2005-06,46,69,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,74,248,1
2005-06,126,243,0
2005-06,-149,158,1
2005-06,-197,76,0
2005-06,64,128,0
2005-06,-5,13,1
2005-06,1,18,1
2005-06,-8,0,1
2005-06,-2,0,1
2005-06,39,227,1
2005-06,131,306,0
2005-06,5,248,1
2005-06,20,0,0
2005-06,-3,227,0
2005-06,-169,13,0
2005-06,-49,7,1
2005-06,-3,-1,1
2005-06,-26,-1,0
2005-06,-105,232,0
2005-06,13,45,1
2005-06,1,10,0
2005-06,85,23,0
2005-06,169,189,1
2005-06,-11,248,0
2005-06,-74,107,0
2005-06,174,196,0
2005-06,0,0,1
2005-06,87,138,1
2005-06,11,51,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,0,0,0
2005-06,136,229,0
2005-06,0,0,1
2005-06,-238,5,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,121,-16,0
2005-06,0,0,0
2005-06,171,201,0
2005-06,-85,99,0
2005-06,-25,171,0
2005-06,-23,179,1
2005-06,0,0,0
2005-06,0,0,1
2005-06,222,122,1
2005-06,123,238,0
2005-06,171,209,1
2005-06,-64,265,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,121,110,1
2005-06,-209,-14,1
2005-06,1,247,1
2005-06,232,-18,0
2005-06,-2,2,1
2005-06,-18,0,1
2005-06,128,-1,1
2005-06,-166,187,0
2005-06,-13,28,0
2005-06,125,76,1
2005-06,-64,53,1
2005-06,-161,-21,1
2005-06,-159,-13,1
2005-06,121,155,0
2005-06,-87,102,1
2005-06,-172,-3,1
2005-06,-8,255,1
2005-06,21,248,1
2005-06,146,53,1
2005-06,6,250,0
2005-06,207,140,0
2005-06,11,3,0
2005-06,-5,0,1
2005-06,-2,0,1
2005-06,1,0,0
2005-06,23,25,1
2005-06,6,-5,1
2005-06,200,357,0
2005-06,0,5,1
2005-06,-8,-3,1
2005-06,-21,3,1
2005-06,-66,10,0
2005-06,-191,160,0
2005-06,-36,168,1
2005-06,-232,94,1
2005-06,-6,8,1
2005-06,-52,235,1
2005-06,-223,107,1
2005-06,46,242,0
2005-06,223,112,0
2005-06,-21,-3,1
2005-06,136,130,1
2005-06,-143,145,0
2005-06,-210,137,0
2005-06,138,-5,1
2005-06,21,209,0
2005-06,176,30,0
2005-06,-102,22,0
2005-06,28,0,1
2005-06,-164,-9,0
2005-06,66,145,0
2005-06,33,48,0
2005-06,0,-5,1
2005-06,-220,260,0
2005-06,156,135,0
2005-06,21,-1,1
2005-06,-163,-41,1
2005-06,236,-13,0
2005-06,156,-3,1
2005-06,1,0,1
2005-06,-110,30,1
2005-06,-18,10,1
2005-06,177,94,1
2005-06,164,-29,1
2005-06,187,87,1
2005-06,184,166,0
2005-06,-207,-13,1
2005-06,218,95,0
2005-06,-176,2,0
2005-06,-26,0,0
2005-06,-168,186,0
2005-06,16,8,0
2005-06,47,250,0
2005-06,-97,10,1
2005-06,-107,186,1
2005-06,-122,174,0
2005-06,-168,79,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,6,252,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-168,49,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,121,148,1
2005-06,154,164,0
2005-06,0,0,0
2005-06,-135,227,1
2005-06,-57,194,0
2005-06,187,178,1
2005-06,-174,-6,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-102,150,0
2005-06,-143,160,1
2005-06,-115,168,0
2005-06,151,97,0
2005-06,24,105,1
2005-06,0,0,1
2005-06,26,102,0
2005-06,0,0,1
2005-06,-69,163,0
2005-06,-168,48,1
2005-06,-71,51,1
2005-06,-168,0,1
2005-06,0,0,0
2005-06,0,0,1
2005-06,153,209,1
2005-06,-130,214,1
2005-06,-151,153,1
2005-06,105,233,0
2005-06,213,140,1
2005-06,0,0,0
2005-06,-128,120,0
2005-06,-140,143,1
2005-06,0,0,1
2005-06,-195,150,1
2005-06,-205,150,1
2005-06,151,214,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-227,3,0
2005-06,0,0,1
2005-06,-62,17,1
2005-06,8,41,0
2005-06,34,22,1
2005-06,212,12,1
2005-06,204,5,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-202,-5,0
2005-06,158,143,1
2005-06,-80,3,0
2005-06,0,0,0
2005-06,-46,201,0
2005-06,-166,8,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,230,56,0
2005-06,-223,97,0
2005-06,-140,204,0
2005-06,-118,173,0
2005-06,0,0,1
2005-06,-61,58,0
2005-06,11,232,0
2005-06,230,13,0
2005-06,136,87,0
2005-06,-141,197,1
2005-06,-136,76,0
2005-06,-240,49,0
2005-06,176,25,0
2005-06,0,0,1
2005-06,-48,117,1
2005-06,-192,0,0
2005-06,164,114,0
2005-06,0,0,1
2005-06,223,66,0
2005-06,0,0,0
2005-06,235,7,1
2005-06,232,3,0
2005-06,-166,206,1
2005-06,-171,130,0
2005-06,159,-1,0
2005-06,20,261,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,-85,187,0
2005-06,0,0,1
2005-06,36,20,0
2005-06,-18,17,1
2005-06,-23,15,0
2005-06,-59,166,1
2005-06,41,17,0
2005-06,-145,5,0
2005-06,33,26,0
2005-06,0,0,0
2005-06,-38,22,0
2005-06,31,38,0
2005-06,33,25,0
2005-06,153,224,0
2005-06,128,5,0
2005-06,-34,33,1
2005-06,-26,26,0
2005-06,-131,5,0
2005-06,-103,253,0
2005-06,-25,20,0
2005-06,29,7,1
2005-06,-31,22,0
2005-06,-13,58,1
2005-06,-120,224,0
2005-06,-151,125,1
2005-06,153,-21,0
2005-06,184,-14,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-189,15,1
2005-06,0,0,1
2005-06,0,0,0
2005-06,-205,97,1
2005-06,-204,66,1
2005-06,-191,45,1
2005-06,-97,229,0
2005-06,-156,-26,0
2005-06,69,214,1
2005-06,0,0,1
2005-06,-48,207,0
2005-06,-16,33,0
2005-06,-148,160,0
2005-06,-197,26,0
2005-06,75,192,1
2005-06,74,30,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,184,169,1
2005-06,159,212,0
2005-06,-6,247,1
2005-06,0,0,1
2005-06,66,242,1
2005-06,0,0,1
2005-06,-2,255,1
2005-06,140,212,0
2005-06,38,176,0
2005-06,11,252,0
2005-06,-13,-1,0
2005-06,-10,-3,1
2005-06,84,145,0
2005-06,174,178,0
2005-06,-8,94,0
2005-06,-44,54,0
2005-06,-5,207,0
2005-06,-2,0,1
2005-06,89,166,1
2005-06,-25,2,0
2005-06,-11,12,0
2005-06,69,86,0
2005-06,-26,5,0
2005-06,69,245,1
2005-06,158,197,0
2005-06,135,107,0
2005-06,110,10,1
2005-06,31,76,1
2005-06,8,252,1
2005-06,13,243,0
2005-06,181,-26,0
2005-06,156,146,0
2005-06,-84,12,0
2005-06,-163,77,0
2005-06,-94,40,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-227,-18,1
2005-06,-31,12,1
2005-06,-69,245,0
2005-06,-141,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,236,-21,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-34,243,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,0,0,1
2005-06,6,220,1
2005-06,0,0,0
2005-06,-18,247,0
2005-06,-118,127,1
2005-06,-181,125,0
2005-06,-80,189,1
2005-06,0,257,1
2005-06,41,10,1
2005-06,23,10,1
2005-06,-29,97,0
2005-06,184,7,0
2005-06,-149,76,0
2005-06,-10,13,1
2005-06,34,3,1
2005-06,-5,12,0
2005-06,210,-3,1
2005-06,-56,120,0
2005-06,21,252,0
2005-06,16,202,1
2005-06,128,128,0
2005-06,-52,217,1
2005-06,36,196,0
2005-06,-59,15,1
2005-06,20,56,0
2005-06,98,5,1
2005-06,-57,215,0
2005-06,-26,-8,1
2005-06,-33,206,0
2005-06,167,-29,1
2005-06,-2,-5,0
2005-06,-34,-3,0
2005-06,-189,-39,0
2005-06,-21,5,0
2005-06,110,150,0
2005-06,-15,0,1
2005-06,130,99,0
2005-06,-194,-28,0
2005-06,-21,-8,1
2005-06,-11,3,1
2005-06,-95,153,1
2005-06,-243,77,0
2005-06,-49,3,0
2005-06,-18,2,1
2005-06,202,130,1
2005-06,-11,-8,1
2005-06,-11,0,1
2005-06,-10,0,0
2005-06,-117,227,1
2005-06,125,206,0
2005-06,61,187,0
2005-06,136,206,0
2005-06,-26,12,1
2005-06,84,22,1
2005-06,-16,-9,1
2005-06,-128,77,0
2005-06,146,135,1
2005-06,-128,220,1
2005-06,-135,212,0
2005-06,-46,17,1
2005-06,0,0,1
2005-06,-79,266,1
2005-06,0,0,0
2005-06,-195,102,0
2005-06,-187,156,1
2005-06,-210,15,1
2005-06,-123,233,0
2005-06,-186,63,0
2005-06,0,0,0
2005-06,-205,81,1
2005-06,0,0,1
2005-06,-131,173,1
2005-06,47,192,1
2005-06,227,28,0
2005-06,-61,258,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,233,-24,0
2005-06,0,0,1
2005-06,166,-19,1
2005-06,-135,53,0
2005-06,158,-37,0
2005-06,-177,-13,0
2005-06,-168,40,1
2005-06,100,133,0
2005-06,125,15,0
2005-06,225,-37,0
2005-06,136,207,0
2005-06,-11,-3,1
2005-06,-13,-14,0
2005-06,-20,-11,0
2005-06,-34,-6,0
2005-06,149,115,1
2005-06,-6,-11,1
2005-06,-11,-9,1
2005-06,-13,-8,1
2005-06,-20,3,0
2005-06,-5,-8,0
2005-06,-13,25,1
2005-06,-184,133,0
2005-06,158,143,0
2005-06,0,0,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,0,0,1
2005-06,-110,143,0
2005-06,-187,2,0
2005-06,0,0,1
2005-06,1,222,0
2005-06,-59,41,0
2005-06,-122,120,0
2005-06,-57,56,0
2005-06,15,199,0
2005-06,0,0,1
2005-06,0,0,0
2005-06,-153,5,1
2005-06,-174,174,1
2005-06,0,0,1
2005-06,3,253,1
2005-06,0,0,0
2005-06,182,174,0
2005-06,69,26,1
2005-06,5,87,0
2005-06,0,0,1
2005-06,89,158,0
2005-06,0,0,1
2005-06,71,13,1
2005-06,-235,58,0
2005-06,8,242,0
2005-06,-8,-5,1
2005-06,-21,0,0
2005-06,5,248,0
2005-06,-237,-26,1
2005-06,151,199,0
2005-06,-10,-6,1
2005-06,-15,-1,1
2005-06,-31,201,1
2005-06,148,97,1
2005-06,-113,3,1
2005-06,146,206,0
2005-06,184,-36,1
2005-06,-154,199,1
2005-06,5,10,0
2005-06,154,-32,1
2005-06,158,202,0
2005-06,-235,-23,0
2005-06,75,184,0
2005-06,-10,8,0
2005-06,-16,-1,1
2005-06,-6,-5,1
2005-06,-29,0,0
2005-06,49,2,0
2005-06,151,186,0
2005-06,-18,26,1
2005-06,204,145,1
2005-06,151,150,1
2005-06,154,109,1
2005-06,-69,588,0
2005-06,192,148,0
2005-06,120,217,0
2005-06,0,219,1
2005-06,-52,235,1
2005-06,62,243,0
2005-06,-186,-16,0
2005-06,8,0,0
2005-06,-15,-6,1
2005-06,85,215,1
2005-06,202,71,0
2005-06,-26,247,0
2005-06,-123,63,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,-59,18,0
2005-06,0,0,1
2005-06,28,247,0
2005-06,0,0,0
2005-06,0,0,1
2005-06,115,187,0
2005-06,97,207,0
2005-06,128,15,0
2005-06,39,212,0
2005-06,51,63,0
2005-06,138,153,0
2005-06,0,0,0
2005-06,-52,41,1
2005-06,179,87,1
2005-06,-85,194,0
2005-06,0,0,1
2005-06,123,168,0
2005-06,0,0,0
2005-06,-102,197,1
2005-06,192,156,0
2005-06,0,0,0
2005-06,0,0,0
2005-06,82,5,1
2005-06,131,232,1
2005-06,-141,224,0
2005-06,103,3,0
2005-06,13,51,0
2005-06,0,0,1
2005-06,146,164,0
2005-06,171,146,0
2005-06,5,0,1
2005-06,108,183,0
2005-06,16,-16,1
2005-06,-212,118,0
2005-06,182,127,0
2005-06,-23,-3,0
2005-06,110,56,1
2005-06,5,100,0
2005-06,44,15,0
2005-06,-90,84,0
2005-06,6,130,0
2005-06,-115,163,0
2005-06,-122,22,1
2005-06,-237,25,0
2005-06,47,204,0
2005-06,-143,-32,1
2005-06,15,-13,1
2005-06,-146,202,0
2005-06,-87,137,0
2005-06,28,215,0
2005-06,205,-19,0
2005-06,-10,-9,1
2005-06,110,-3,0
2005-06,176,104,0
2005-06,-15,-6,1
2005-06,-11,56,0
2005-06,158,196,1
2005-06,-232,31,1
2005-06,-5,-6,0
2005-06,-118,86,1
2005-06,-3,40,0
2005-06,-11,-3,1
2005-06,-179,189,1
2005-06,-171,194,1
2005-06,227,8,1
2005-06,172,74,0
2005-06,-29,36,1
2005-06,209,130,0
2005-06,-125,5,1
2005-06,21,385,0
2005-06,121,118,0
2005-06,128,100,1
2005-06,-151,132,1
2005-06,-200,-13,0
2005-06,-21,0,0
2005-06,43,-6,0
2005-06,26,41,0
2005-06,-13,3,1
2005-06,-16,3,1
2005-06,-15,-1,0
2005-06,-16,-3,1
2005-06,117,110,1
2005-06,-186,196,0
2005-06,-11,-3,1
2005-06,-6,-3,0
2005-06,120,125,0
2005-06,-163,135,1
2005-06,-117,233,1
2005-06,61,174,0
2005-06,-153,72,1
2005-06,-13,-3,1
2005-06,-13,-3,1
2005-06,-15,-1,0
2005-06,0,-1,1
2005-06,82,8,1
2005-06,-16,-6,0
2005-06,-3,-3,1
2005-06,-3,0,1
2005-06,-21,-8,0
2005-06,-6,-3,1
2005-06,-5,2,1
2005-06,-94,5,1
2005-06,186,12,1
2005-06,-84,166,0
2005-06,0,40,1
2005-06,197,13,0
2005-06,-154,130,1
2005-06,-171,13,1
2005-06,28,5,1
2005-06,149,140,1
2005-06,228,5,0
2005-06,29,-1,0
2005-06,23,0,0
2005-06,-230,68,0
2005-06,136,158,1
2005-06,-130,168,1
2005-06,-161,258,0
2005-06,-174,127,0
2005-06,158,199,0
2005-06,3,2,1
2005-06,164,153,1
2005-06,3,245,0
2005-06,-3,12,0
2005-06,6,0,1
2005-06,8,225,0
2005-06,-18,0,0
2005-06,-25,10,1
2005-06,3,3,1
2005-06,13,43,1
2005-06,-182,38,0
2005-06,-10,10,0
2005-06,-148,69,0
2005-06,8,10,1
2005-06,77,161,0
2005-06,-2,0,1
2005-06,-2,0,1
2005-06,72,10,0
2005-06,-75,204,0
2005-06,-135,217,0
2005-06,-15,-1,0
2005-06,-151,-36,0
2005-06,89,48,0
2005-06,-20,-8,1
2005-06,-120,169,0
2005-06,140,-23,0
2005-06,8,5,1
2005-06,105,582,0
2005-06,-57,100,0
2005-06,-248,-9,0
2005-06,143,102,0
2005-06,148,194,1
2005-06,-23,0,1
2005-06,-3,5,1
2005-06,-3,2,1
2005-06,-128,-6,1
2005-06,-191,-8,1
2005-06,179,273,0
2005-06,0,0,0
2005-06,-100,-19,0
2005-06,144,125,0
2005-06,15,214,1
2005-06,0,0,0
